source,target,method,metric,observed,ci_lower,ci_upper,ci_contains_zero,bootstrap_positive_fraction,n_source_seeds,n_target_patients,positive_n,negative_n,method_label,source_label,target_label,direction,ci_classification
cleveland,va_long_beach,reliability_gated_sfda,brier_improvement,-0.0010087274928313,-0.001732957383783,-0.00031672713703,False,0.0016,10,200,149,51,Reliability-gated v1,Cleveland,VA Long Beach,Cleveland → VA Long Beach,deterioration
cleveland,va_long_beach,reliability_gated_sfda,delta_balanced_accuracy,-0.0006711409395973,-0.0030201342281879,0.0,True,0.0,10,200,149,51,Reliability-gated v1,Cleveland,VA Long Beach,Cleveland → VA Long Beach,inconclusive
cleveland,va_long_beach,conservative_candidate,delta_roc_auc,-2.220446049250313e-17,-0.0011057375970522,0.0011448874851953,True,0.4964,10,200,149,51,Conservative candidate,Cleveland,VA Long Beach,Cleveland → VA Long Beach,inconclusive
cleveland,va_long_beach,conservative_candidate,brier_improvement,0.0005238969778366,0.0001617100984264,0.0009327381456417,False,0.9988,10,200,149,51,Conservative candidate,Cleveland,VA Long Beach,Cleveland → VA Long Beach,improvement
cleveland,va_long_beach,conservative_candidate,delta_balanced_accuracy,0.0006711409395973,0.0,0.0030201342281879,True,0.5656,10,200,149,51,Conservative candidate,Cleveland,VA Long Beach,Cleveland → VA Long Beach,inconclusive
hungary,cleveland,pseudo_label_sfda,delta_roc_auc,0.0017678540094753,-0.0006142525004386,0.004312269696438,True,0.9278,10,303,139,164,Pseudo-label SFDA,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,pseudo_label_sfda,brier_improvement,-0.0040328483168958,-0.0081026272231583,-3.929883108852259e-05,False,0.0238,10,303,139,164,Pseudo-label SFDA,Hungary,Cleveland,Hungary → Cleveland,deterioration
hungary,cleveland,pseudo_label_sfda,delta_balanced_accuracy,0.0026101070363221,-0.0040050886120371,0.009427531145815,True,0.7816,10,303,139,164,Pseudo-label SFDA,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,entropy_sfda,delta_roc_auc,0.0007808387436392,-0.0020664809615722,0.0038341156343217,True,0.6958,10,303,139,164,Entropy SFDA,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,entropy_sfda,brier_improvement,-0.0092202030103964,-0.0152021188556755,-0.0031711312263358,False,0.0006,10,303,139,164,Entropy SFDA,Hungary,Cleveland,Hungary → Cleveland,deterioration
hungary,cleveland,entropy_sfda,delta_balanced_accuracy,-0.0069244604316546,-0.0206862497806632,0.007259058606773,True,0.172,10,303,139,164,Entropy SFDA,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,reliability_gated_sfda,delta_roc_auc,0.0005220214072644,-8.334795578177619e-05,0.0012063519915774,True,0.9532,10,303,139,164,Reliability-gated v1,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,reliability_gated_sfda,brier_improvement,0.0001541109018887,-0.0003450240464602,0.0006367224848439,True,0.7284,10,303,139,164,Reliability-gated v1,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,reliability_gated_sfda,delta_balanced_accuracy,0.0004693805930864,-0.002689068257589,0.0039568345323741,True,0.6074,10,303,139,164,Reliability-gated v1,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,conservative_candidate,delta_roc_auc,0.0001359887699596,-0.0002719775399191,0.0005658887524127,True,0.741,10,303,139,164,Conservative candidate,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,conservative_candidate,brier_improvement,-4.799629086881529e-05,-0.0002240710309477,0.0001296428933631,True,0.2948,10,303,139,164,Conservative candidate,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,cleveland,conservative_candidate,delta_balanced_accuracy,-0.0003597122302158,-0.0022992520617652,0.0011098438322513,True,0.1766,10,303,139,164,Conservative candidate,Hungary,Cleveland,Hungary → Cleveland,inconclusive
hungary,switzerland,pseudo_label_sfda,delta_roc_auc,-0.0026086956521738,-0.0077173913043478,0.0010869565217391,True,0.09,10,123,115,8,Pseudo-label SFDA,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,pseudo_label_sfda,brier_improvement,0.0023685499047697,-0.0006047298641305,0.005477631978523,True,0.9412,10,123,115,8,Pseudo-label SFDA,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,pseudo_label_sfda,delta_balanced_accuracy,-0.0032065217391304,-0.0327173913043478,0.008695652173913,True,0.4994,10,123,115,8,Pseudo-label SFDA,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,entropy_sfda,delta_roc_auc,-0.0009782608695651,-0.0073940217391304,0.0047826086956521,True,0.3804,10,123,115,8,Entropy SFDA,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,entropy_sfda,brier_improvement,0.0026593201380529,-0.0011691862135269,0.0064975383895393,True,0.9112,10,123,115,8,Entropy SFDA,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,entropy_sfda,delta_balanced_accuracy,-0.009891304347826,-0.0532105978260869,0.0069565217391304,True,0.3586,10,123,115,8,Entropy SFDA,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,reliability_gated_sfda,delta_roc_auc,-0.0004347826086956,-0.0028260869565217,0.0015217391304347,True,0.3134,10,123,115,8,Reliability-gated v1,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,reliability_gated_sfda,brier_improvement,-0.0042121920318702,-0.0053789802041091,-0.0030969779326631,False,0.0,10,123,115,8,Reliability-gated v1,Hungary,Switzerland,Hungary → Switzerland,deterioration
hungary,switzerland,reliability_gated_sfda,delta_balanced_accuracy,-0.0039130434782608,-0.0099999999999999,0.0,True,0.0,10,123,115,8,Reliability-gated v1,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,conservative_candidate,delta_roc_auc,-0.0002173913043478,-0.0021739130434782,0.0013043478260869,True,0.3692,10,123,115,8,Conservative candidate,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,switzerland,conservative_candidate,brier_improvement,0.0018791939277284,0.0010827559356771,0.002586099437065,False,1.0,10,123,115,8,Conservative candidate,Hungary,Switzerland,Hungary → Switzerland,improvement
hungary,switzerland,conservative_candidate,delta_balanced_accuracy,0.0008695652173913,0.0,0.0034782608695652,True,0.6604,10,123,115,8,Conservative candidate,Hungary,Switzerland,Hungary → Switzerland,inconclusive
hungary,va_long_beach,pseudo_label_sfda,delta_roc_auc,0.000579023555731,-0.0023950519805237,0.003408343203053,True,0.6644,10,200,149,51,Pseudo-label SFDA,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,pseudo_label_sfda,brier_improvement,0.0007869699439254,-0.0023776982445389,0.0040161390014271,True,0.6784,10,200,149,51,Pseudo-label SFDA,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,pseudo_label_sfda,delta_balanced_accuracy,0.0011383076720621,-0.0087452296354783,0.0100671140939596,True,0.6392,10,200,149,51,Pseudo-label SFDA,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,entropy_sfda,delta_roc_auc,-0.0005658639294643,-0.0049480194762468,0.0036188972233188,True,0.3976,10,200,149,51,Entropy SFDA,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,entropy_sfda,brier_improvement,-0.0159471163157058,-0.0215809487782563,-0.0104156075010496,False,0.0,10,200,149,51,Entropy SFDA,Hungary,VA Long Beach,Hungary → VA Long Beach,deterioration
hungary,va_long_beach,entropy_sfda,delta_balanced_accuracy,-0.0016778523489933,-0.0053691275167785,0.0016778523489933,True,0.1558,10,200,149,51,Entropy SFDA,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,reliability_gated_sfda,delta_roc_auc,-0.0001973943939992,-0.0011975259902619,0.0006711409395973,True,0.334,10,200,149,51,Reliability-gated v1,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,reliability_gated_sfda,brier_improvement,-0.0029362501696465,-0.0038664831715696,-0.0020699499612571,False,0.0,10,200,149,51,Reliability-gated v1,Hungary,VA Long Beach,Hungary → VA Long Beach,deterioration
hungary,va_long_beach,reliability_gated_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,200,149,51,Reliability-gated v1,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,conservative_candidate,delta_roc_auc,-0.0002763521515989,-0.0014475588893274,0.000644821687064,True,0.3006,10,200,149,51,Conservative candidate,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
hungary,va_long_beach,conservative_candidate,brier_improvement,0.0006394751385521,0.0002839160540717,0.0009931191444844,False,0.9994,10,200,149,51,Conservative candidate,Hungary,VA Long Beach,Hungary → VA Long Beach,improvement
hungary,va_long_beach,conservative_candidate,delta_balanced_accuracy,-0.000644821687064,-0.004566390314515,0.0013422818791946,True,0.1778,10,200,149,51,Conservative candidate,Hungary,VA Long Beach,Hungary → VA Long Beach,inconclusive
switzerland,cleveland,pseudo_label_sfda,delta_roc_auc,0.002763642744341,-0.0018249912265309,0.0072601552904017,True,0.889,10,303,139,164,Pseudo-label SFDA,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,pseudo_label_sfda,brier_improvement,-0.0560146822167552,-0.0594119439834906,-0.0526872223011235,False,0.0,10,303,139,164,Pseudo-label SFDA,Switzerland,Cleveland,Switzerland → Cleveland,deterioration
switzerland,cleveland,pseudo_label_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,303,139,164,Pseudo-label SFDA,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,entropy_sfda,delta_roc_auc,-0.0029588524302509,-0.008396319529742,0.0017941744165642,True,0.1258,10,303,139,164,Entropy SFDA,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,entropy_sfda,brier_improvement,-0.0552948773212297,-0.0600102656786398,-0.0504033095695889,False,0.0,10,303,139,164,Entropy SFDA,Switzerland,Cleveland,Switzerland → Cleveland,deterioration
switzerland,cleveland,entropy_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,303,139,164,Entropy SFDA,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,reliability_gated_sfda,delta_roc_auc,0.0,0.0,0.0,True,0.0,10,303,139,164,Reliability-gated v1,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,reliability_gated_sfda,brier_improvement,-1.56846036158953e-11,-1.918172896214765e-09,1.8083541124258583e-09,True,0.5014,10,303,139,164,Reliability-gated v1,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,reliability_gated_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,303,139,164,Reliability-gated v1,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,conservative_candidate,delta_roc_auc,0.0,0.0,0.0,True,0.0,10,303,139,164,Conservative candidate,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,conservative_candidate,brier_improvement,-1.56846036158953e-11,-1.918172896214765e-09,1.8083541124258583e-09,True,0.5014,10,303,139,164,Conservative candidate,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,cleveland,conservative_candidate,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,303,139,164,Conservative candidate,Switzerland,Cleveland,Switzerland → Cleveland,inconclusive
switzerland,hungary,pseudo_label_sfda,delta_roc_auc,-0.0012796065837013,-0.0076837866318747,0.0039493426334805,True,0.3578,10,294,106,188,Pseudo-label SFDA,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,pseudo_label_sfda,brier_improvement,-0.0663970982684301,-0.070637255814623,-0.0621475719639829,False,0.0,10,294,106,188,Pseudo-label SFDA,Switzerland,Hungary,Switzerland → Hungary,deterioration
switzerland,hungary,pseudo_label_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,294,106,188,Pseudo-label SFDA,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,entropy_sfda,delta_roc_auc,-0.0094941790445604,-0.0187478673223604,-0.0023031663990365,False,0.0028,10,294,106,188,Entropy SFDA,Switzerland,Hungary,Switzerland → Hungary,deterioration
switzerland,hungary,entropy_sfda,brier_improvement,-0.06953937117145,-0.0745389928172439,-0.0647270956997558,False,0.0,10,294,106,188,Entropy SFDA,Switzerland,Hungary,Switzerland → Hungary,deterioration
switzerland,hungary,entropy_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,294,106,188,Entropy SFDA,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,reliability_gated_sfda,delta_roc_auc,0.0,0.0,0.0,True,0.0,10,294,106,188,Reliability-gated v1,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,reliability_gated_sfda,brier_improvement,-3.7265667218733255e-10,-2.379782624017945e-09,1.589946207747327e-09,True,0.3576,10,294,106,188,Reliability-gated v1,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,reliability_gated_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,294,106,188,Reliability-gated v1,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,conservative_candidate,delta_roc_auc,0.0,0.0,0.0,True,0.0,10,294,106,188,Conservative candidate,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,conservative_candidate,brier_improvement,-3.7265667218733255e-10,-2.379782624017945e-09,1.589946207747327e-09,True,0.3576,10,294,106,188,Conservative candidate,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,hungary,conservative_candidate,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,294,106,188,Conservative candidate,Switzerland,Hungary,Switzerland → Hungary,inconclusive
switzerland,va_long_beach,pseudo_label_sfda,delta_roc_auc,0.0124621660744834,0.004815107250954,0.0207797078562968,False,0.9996,10,200,149,51,Pseudo-label SFDA,Switzerland,VA Long Beach,Switzerland → VA Long Beach,improvement
switzerland,va_long_beach,pseudo_label_sfda,brier_improvement,-0.0175392206406534,-0.0198948422623214,-0.0150947733339271,False,0.0,10,200,149,51,Pseudo-label SFDA,Switzerland,VA Long Beach,Switzerland → VA Long Beach,deterioration
switzerland,va_long_beach,pseudo_label_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,200,149,51,Pseudo-label SFDA,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
switzerland,va_long_beach,entropy_sfda,delta_roc_auc,0.0095867877352283,0.0036320568495854,0.016318265561258,False,0.9996,10,200,149,51,Entropy SFDA,Switzerland,VA Long Beach,Switzerland → VA Long Beach,improvement
switzerland,va_long_beach,entropy_sfda,brier_improvement,-0.0106272947424977,-0.0122768870323302,-0.0090485772324128,False,0.0,10,200,149,51,Entropy SFDA,Switzerland,VA Long Beach,Switzerland → VA Long Beach,deterioration
switzerland,va_long_beach,entropy_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,200,149,51,Entropy SFDA,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
switzerland,va_long_beach,reliability_gated_sfda,delta_roc_auc,0.0,0.0,0.0,True,0.0,10,200,149,51,Reliability-gated v1,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
switzerland,va_long_beach,reliability_gated_sfda,brier_improvement,5.384016732445928e-10,-1.0287533736691446e-09,2.091615934340929e-09,True,0.758,10,200,149,51,Reliability-gated v1,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
switzerland,va_long_beach,reliability_gated_sfda,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,200,149,51,Reliability-gated v1,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
switzerland,va_long_beach,conservative_candidate,delta_roc_auc,0.0,0.0,0.0,True,0.0,10,200,149,51,Conservative candidate,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
switzerland,va_long_beach,conservative_candidate,brier_improvement,5.384016732445928e-10,-1.0287533736691446e-09,2.091615934340929e-09,True,0.758,10,200,149,51,Conservative candidate,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
switzerland,va_long_beach,conservative_candidate,delta_balanced_accuracy,0.0,0.0,0.0,True,0.0,10,200,149,51,Conservative candidate,Switzerland,VA Long Beach,Switzerland → VA Long Beach,inconclusive
va_long_beach,cleveland,pseudo_label_sfda,delta_roc_auc,-0.0002675908054044,-0.0012020749254255,0.0006536234427091,True,0.2744,10,303,139,164,Pseudo-label SFDA,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,cleveland,pseudo_label_sfda,brier_improvement,-0.0025832616667333,-0.0037232447645407,-0.0014129478462535,False,0.0,10,303,139,164,Pseudo-label SFDA,VA Long Beach,Cleveland,VA Long Beach → Cleveland,deterioration
va_long_beach,cleveland,pseudo_label_sfda,delta_balanced_accuracy,-0.0113660291279171,-0.0205151123004035,-0.0039079772767152,False,0.0004,10,303,139,164,Pseudo-label SFDA,VA Long Beach,Cleveland,VA Long Beach → Cleveland,deterioration
va_long_beach,cleveland,entropy_sfda,delta_roc_auc,-0.0034786804702579,-0.0122041147569749,0.0044094358659413,True,0.1992,10,303,139,164,Entropy SFDA,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,cleveland,entropy_sfda,brier_improvement,-0.0521353412581217,-0.061694852493629,-0.042791572292938,False,0.0,10,303,139,164,Entropy SFDA,VA Long Beach,Cleveland,VA Long Beach → Cleveland,deterioration
va_long_beach,cleveland,entropy_sfda,delta_balanced_accuracy,-0.1101728373398841,-0.1534045994911388,-0.070951098876996,False,0.0,10,303,139,164,Entropy SFDA,VA Long Beach,Cleveland,VA Long Beach → Cleveland,deterioration
va_long_beach,cleveland,reliability_gated_sfda,delta_roc_auc,0.0001666959115634,-0.0003991928408492,0.0007634014739428,True,0.7266,10,303,139,164,Reliability-gated v1,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,cleveland,reliability_gated_sfda,brier_improvement,0.0001283767162334,-0.0002776343696106,0.0005869232039507,True,0.7234,10,303,139,164,Reliability-gated v1,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,cleveland,reliability_gated_sfda,delta_balanced_accuracy,0.0009694683277768,-0.0036585365853658,0.0054878048780487,True,0.7014,10,303,139,164,Reliability-gated v1,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,cleveland,conservative_candidate,delta_roc_auc,-2.193367257413703e-05,-0.0005265178101421,0.0005351816108089,True,0.4566,10,303,139,164,Conservative candidate,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,cleveland,conservative_candidate,brier_improvement,0.0002680563115527,-5.072831010931901e-05,0.0006081242524946,True,0.9478,10,303,139,164,Conservative candidate,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,cleveland,conservative_candidate,delta_balanced_accuracy,0.0006645902789963,-0.0045197074048078,0.0054022635550096,True,0.6496,10,303,139,164,Conservative candidate,VA Long Beach,Cleveland,VA Long Beach → Cleveland,inconclusive
va_long_beach,hungary,pseudo_label_sfda,delta_roc_auc,0.0008781613809714,0.0,0.0021928944199116,True,0.9704,10,294,106,188,Pseudo-label SFDA,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,pseudo_label_sfda,brier_improvement,-0.0005150223221077,-0.0010815926279024,-9.59848245950286e-05,False,0.0018,10,294,106,188,Pseudo-label SFDA,VA Long Beach,Hungary,VA Long Beach → Hungary,deterioration
va_long_beach,hungary,pseudo_label_sfda,delta_balanced_accuracy,-0.0048474508229626,-0.0120900240867121,0.0,True,0.0142,10,294,106,188,Pseudo-label SFDA,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,entropy_sfda,delta_roc_auc,0.0066740264953834,-0.0015507075471697,0.0155409474106784,True,0.9426,10,294,106,188,Entropy SFDA,VA Long Beach,Hungary,VA Long Beach → Hungary,inconclusive
va_long_beach,hungary,entropy_sfda,brier_improvement,-0.0422737773537046,-0.051488833568151,-0.0328106473302372,False,0.0,10,294,106,188,Entropy SFDA,VA Long Beach,Hungary,VA Long Beach → Hungary,deterioration
